,median_forecast,mean_forecast,std_forecast,min_forecast,max_forecast,num_respondents
2003-10-01,6.51,6.56,0.78,5.03,8.73,
2003-10-02,6.51,6.56,0.78,5.03,8.73,
2003-10-03,6.55,6.58,0.78,5.03,8.73,
2003-10-06,6.55,6.59,0.78,5.03,8.73,
2003-10-07,6.59,6.62,0.77,5.03,8.73,
2003-10-08,6.59,6.6,0.77,5.03,8.73,
2003-10-09,6.27,6.29,0.79,4.48,8.62,
2003-10-10,6.27,6.28,0.78,4.48,8.62,
2003-10-13,6.27,6.26,0.76,4.48,8.62,
2003-10-14,6.27,6.25,0.76,4.48,8.62,
2003-10-15,6.27,6.26,0.76,4.48,8.62,
2003-10-16,6.27,6.25,0.76,4.48,8.62,
2003-10-17,6.27,6.25,0.76,4.48,8.62,
2003-10-20,6.25,6.26,0.75,4.86,8.62,
2003-10-21,6.17,6.16,0.64,4.86,8.41,
2003-10-22,6.17,6.17,0.63,4.86,8.41,
2003-10-23,6.17,6.17,0.63,4.86,8.41,
2003-10-24,6.17,6.17,0.62,4.86,8.41,
2003-10-27,6.175,6.17,0.62,4.86,8.41,
2003-10-28,6.18,6.17,0.62,4.86,8.41,
2003-10-29,6.18,6.17,0.62,4.86,8.41,
2003-10-30,6.14,6.15,0.62,4.86,8.41,
2003-10-31,6.14,6.15,0.62,4.86,8.41,
2003-11-03,6.14,6.13,0.61,4.86,8.41,
2003-11-04,6.14,6.13,0.61,4.86,8.41,
2003-11-05,6.14,6.13,0.62,4.51,8.41,
2003-11-06,6.1,6.07,0.52,5.06,7.33,
2003-11-07,6.01,6.06,0.51,5.09,7.33,
2003-11-10,6.01,6.05,0.49,5.09,7.02,
2003-11-11,6.01,6.02,0.48,5.09,7.02,
2003-11-12,5.99,6.0,0.49,4.55,6.91,
2003-11-13,5.98,6.0,0.48,4.55,6.91,
2003-11-14,5.93,5.97,0.48,4.55,6.91,
2003-11-17,6.0,5.96,0.45,4.55,6.8,
2003-11-18,5.98,5.94,0.45,4.63,6.72,
2003-11-19,5.98,5.93,0.45,4.63,6.72,
2003-11-20,5.94,5.91,0.44,4.63,6.72,
2003-11-21,5.89,5.88,0.44,4.63,6.72,
2003-11-24,5.87,5.87,0.44,4.63,6.72,
2003-11-25,5.87,5.86,0.44,4.63,6.72,
2003-11-26,5.87,5.86,0.44,4.63,6.72,
2003-11-27,5.85,5.85,0.44,4.52,6.72,
2003-11-28,5.8,5.8,0.44,4.52,6.72,
2003-12-01,5.8,5.78,0.46,4.52,6.72,
2003-12-02,5.8,5.78,0.47,4.52,6.72,
2003-12-03,5.8,5.77,0.48,4.49,6.72,
2003-12-04,5.8,5.77,0.48,4.49,6.72,
2003-12-05,5.88,5.84,0.44,4.83,6.7,
2003-12-08,5.86,5.83,0.43,4.83,6.7,
2003-12-09,5.85,5.82,0.43,4.83,6.7,
2003-12-10,5.85,5.83,0.43,4.83,6.7,
2003-12-11,5.87,5.83,0.42,4.85,6.7,
2003-12-12,5.89,5.85,0.41,4.85,6.7,
2003-12-15,5.88,5.83,0.41,4.85,6.7,
2003-12-16,5.88,5.84,0.41,4.85,6.7,
2003-12-17,5.89,5.85,0.42,4.66,6.7,
2003-12-18,5.89,5.85,0.42,4.66,6.7,
2003-12-19,5.9,5.85,0.42,4.66,6.7,
2003-12-22,5.9,5.86,0.42,4.66,6.7,
2003-12-23,5.9,5.87,0.42,4.66,6.7,
2003-12-24,5.9,5.88,0.43333333333333335,4.66,6.98,
2003-12-25,5.9,5.890000000000001,0.44666666666666666,4.66,7.26,
2003-12-26,5.9,5.9,0.46,4.66,7.54,
2003-12-29,5.9,5.9,0.46,4.66,7.54,
2003-12-30,5.91,5.92,0.46,4.66,7.54,
2003-12-31,5.91,5.92,0.45666666666666667,4.66,7.54,
2004-01-01,5.91,5.92,0.45333333333333337,4.66,7.54,
2004-01-02,5.91,5.92,0.45,4.66,7.54,
2004-01-05,5.94,5.94,0.45,4.66,7.54,
2004-01-06,5.95,5.94,0.45,4.66,7.54,
2004-01-07,5.95,5.94,0.45,4.66,7.54,
2004-01-08,5.95,5.93,0.46,4.66,7.54,
2004-01-09,5.96,5.94,0.46,4.66,7.54,
2004-01-12,5.96,5.92,0.46,4.66,7.54,
2004-01-13,5.975,5.9350000000000005,0.475,4.835,7.77,
2004-01-14,5.99,5.95,0.49,5.01,8.0,
2004-01-15,6.01,5.96,0.49,5.01,8.0,
2004-01-16,5.96,5.91,0.39,5.01,6.86,
2004-01-19,6.0,5.93,0.4,5.01,6.86,
2004-01-20,6.0,5.93,0.4,5.01,6.86,
2004-01-21,5.98,5.93,0.4,5.01,6.86,
2004-01-22,5.99,5.93,0.38,5.01,6.86,
2004-01-23,5.99,5.94,0.39,5.01,6.86,
2004-01-26,6.01,6.0,0.47,5.01,8.0,
2004-01-27,6.01,5.98,0.38,5.12,7.06,
2004-01-28,6.02,5.99,0.38,5.12,7.0,
2004-01-29,6.02,5.99,0.37,5.12,7.0,
2004-01-30,6.03,6.01,0.39,5.12,7.0,
2004-02-02,6.03,6.01,0.39,5.12,7.0,
2004-02-03,6.04,6.03,0.38,5.12,7.0,
2004-02-04,6.04,6.04,0.38,5.12,7.0,
2004-02-05,6.01,6.04,0.38,5.12,7.0,
2004-02-06,6.02,6.04,0.38,5.12,7.0,
2004-02-09,6.02,6.07,0.41,5.12,7.4,
2004-02-10,6.01,6.06,0.41,5.12,7.4,
2004-02-11,6.01,6.05,0.41,5.12,7.4,
2004-02-12,6.01,6.06,0.41,5.12,7.4,
2004-02-13,5.69,5.73,0.42,4.96,6.67,
2004-02-16,5.7,5.76,0.42,4.96,6.67,
2004-02-17,5.69,5.74,0.44,4.85,6.67,
2004-02-18,5.66,5.72,0.43,4.85,6.59,
2004-02-19,5.66,5.73,0.43,4.85,6.59,
2004-02-20,5.64,5.72,0.43,4.85,6.59,
2004-02-23,5.64,5.723333333333334,0.43333333333333335,4.85,6.59,
2004-02-24,5.64,5.726666666666667,0.43666666666666665,4.85,6.59,
2004-02-25,5.64,5.73,0.44,4.85,6.59,
2004-02-26,5.64,5.73,0.44,4.85,6.59,
2004-02-27,5.64,5.74,0.43,4.91,6.59,
2004-03-01,5.64,5.74,0.43,4.91,6.59,
2004-03-02,5.64,5.74,0.42,4.91,6.59,
2004-03-03,5.73,5.75,0.42,4.91,6.59,
2004-03-04,5.64,5.74,0.42,4.91,6.59,
2004-03-05,5.64,5.74,0.4,4.91,6.59,
2004-03-08,5.64,5.75,0.4,4.91,6.59,
2004-03-09,5.64,5.74,0.4,4.91,6.59,
2004-03-10,5.64,5.74,0.4,4.91,6.59,
2004-03-11,5.37,5.45,0.46,4.46,6.4,
2004-03-12,5.38,5.47,0.46,4.46,6.4,
2004-03-15,5.41,5.48,0.45,4.46,6.4,
2004-03-16,5.41,5.49,0.46,4.46,6.44,
2004-03-17,5.48,5.49,0.46,4.46,6.44,
2004-03-18,5.46,5.49,0.45,4.46,6.44,
2004-03-19,5.46,5.49,0.45,4.46,6.44,
2004-03-22,5.49,5.51,0.46,4.46,6.44,
2004-03-23,5.52,5.52,0.45,4.53,6.44,
2004-03-24,5.52,5.52,0.45,4.53,6.44,
2004-03-25,5.52,5.53,0.45,4.53,6.44,
2004-03-26,5.52,5.51,0.45,4.53,6.44,
2004-03-29,5.52,5.51,0.45,4.53,6.44,
2004-03-30,5.53,5.53,0.44,4.53,6.44,
2004-03-31,5.54,5.54,0.44,4.53,6.44,
2004-04-01,5.55,5.54,0.43,4.53,6.44,
2004-04-02,5.55,5.55,0.43,4.55,6.44,
2004-04-05,5.55,5.56,0.42,4.55,6.44,
2004-04-06,5.55,5.56,0.42,4.55,6.44,
2004-04-07,5.48,5.49,0.42,4.48,6.54,
2004-04-08,5.48,5.48,0.42,4.48,6.56,
2004-04-09,5.48,5.49,0.425,4.48,6.56,
2004-04-12,5.48,5.5,0.43,4.48,6.56,
2004-04-13,5.49,5.51,0.44,4.48,6.56,
2004-04-14,5.51,5.52,0.43,4.48,6.51,
2004-04-15,5.54,5.53,0.42,4.48,6.51,
2004-04-16,5.58,5.59,0.45,4.48,6.51,
2004-04-19,5.61,5.59,0.45,4.48,6.51,
2004-04-20,5.61,5.59,0.45,4.48,6.51,
2004-04-21,5.625,5.595,0.45,4.48,6.51,
2004-04-22,5.64,5.6,0.45,4.48,6.51,
2004-04-23,5.67,5.63,0.45,4.41,6.51,
2004-04-26,5.65,5.62,0.45,4.41,6.51,
2004-04-27,5.62,5.61,0.45,4.41,6.51,
2004-04-28,5.6,5.6,0.44,4.41,6.4,
2004-04-29,5.6,5.6,0.44,4.41,6.4,
2004-04-30,5.6,5.6,0.43,4.41,6.4,
2004-05-03,5.6,5.6,0.43,4.28,6.4,
2004-05-04,5.6,5.6,0.43,4.28,6.4,
2004-05-05,5.6,5.6,0.43,4.28,6.4,
2004-05-06,5.59,5.59,0.43,4.28,6.4,
2004-05-07,5.53,5.55,0.43,4.53,6.43,
2004-05-10,5.6,5.59,0.45,4.53,6.46,
2004-05-11,5.6,5.59,0.45,4.53,6.46,
2004-05-12,5.61,5.64,0.5,4.53,7.23,
2004-05-13,5.64,5.65,0.5,4.53,7.23,
2004-05-14,5.65,5.67,0.5,4.53,7.23,
2004-05-17,5.67,5.68,0.52,4.53,7.23,
2004-05-18,5.67,5.68,0.52,4.53,7.23,
2004-05-19,5.67,5.69,0.52,4.53,7.23,
2004-05-20,5.69,5.77,0.49,4.75,7.23,
2004-05-21,5.82,5.85,0.54,4.75,7.29,
2004-05-24,5.86,5.88,0.54,4.75,7.29,
2004-05-25,5.91,5.92,0.53,4.75,7.23,
2004-05-26,5.91,5.92,0.53,4.75,7.23,
2004-05-27,6.0,5.97,0.51,4.75,7.23,
2004-05-28,6.0,5.99,0.51,4.75,7.23,
2004-05-31,5.95,5.98,0.51,4.75,7.23,
2004-06-01,6.0,6.02,0.5,4.93,7.23,
2004-06-02,6.06,6.04,0.5,4.93,7.23,
2004-06-03,6.07,6.07,0.48,5.12,7.23,
2004-06-04,6.09,6.11,0.47,5.32,7.23,
2004-06-07,6.09,6.12,0.47,5.32,7.23,
2004-06-08,5.93,5.98,0.49,5.17,7.15,
2004-06-09,5.98,6.05,0.64,5.17,8.94,
2004-06-10,5.98,6.0600000000000005,0.64,5.17,8.94,
2004-06-11,5.98,6.07,0.64,5.17,8.94,
2004-06-14,6.03,6.1,0.64,5.17,8.94,
2004-06-15,6.03,6.12,0.67,5.17,8.94,
2004-06-16,6.03,6.12,0.67,5.17,8.94,
2004-06-17,6.08,6.17,0.64,5.3,8.94,
2004-06-18,6.17,6.22,0.63,5.3,8.94,
2004-06-21,6.11,6.22,0.63,5.3,8.94,
2004-06-22,6.15,6.25,0.62,5.32,8.94,
2004-06-23,6.15,6.25,0.62,5.32,8.94,
2004-06-24,6.17,6.28,0.61,5.32,8.94,
2004-06-25,6.25,6.3,0.6,5.32,8.94,
2004-06-28,6.25,6.3,0.6,5.32,8.94,
2004-06-29,6.31,6.31,0.58,5.32,8.94,
2004-06-30,6.35,6.33,0.58,5.32,8.94,
2004-07-01,6.35,6.35,0.6,5.32,8.94,
2004-07-02,6.48,6.43,0.58,5.32,8.94,
2004-07-05,6.48,6.44,0.59,5.32,8.94,
2004-07-06,6.47,6.46,0.56,5.32,8.94,
2004-07-07,6.47,6.46,0.56,5.32,8.94,
2004-07-08,6.48,6.48,0.54,5.39,8.94,
2004-07-09,6.26,6.25,0.59,5.11,9.13,
2004-07-12,6.28,6.26,0.58,5.11,9.13,
2004-07-13,6.28,6.29,0.58,5.11,9.15,
2004-07-14,6.28,6.29,0.58,5.11,9.15,
2004-07-15,6.28,6.28,0.56,5.11,9.15,
2004-07-16,6.27,6.26,0.56,5.11,9.15,
2004-07-19,6.27,6.29,0.55,5.11,9.15,
2004-07-20,6.28,6.29,0.54,5.11,9.15,
2004-07-21,6.28,6.3,0.55,5.11,9.15,
2004-07-22,6.29,6.32,0.55,5.11,9.15,
2004-07-23,6.29,6.33,0.55,5.11,9.15,
2004-07-26,6.29,6.33,0.55,5.11,9.15,
2004-07-27,6.31,6.35,0.54,5.11,9.15,
2004-07-28,6.31,6.36,0.53,5.11,9.15,
2004-07-29,6.31,6.36,0.53,5.11,9.15,
2004-07-30,6.29,6.36,0.54,5.11,9.15,
2004-08-02,6.35,6.4,0.52,5.11,9.15,
2004-08-03,6.36,6.39,0.53,5.11,9.15,
2004-08-04,6.36,6.39,0.53,5.11,9.15,
2004-08-05,6.43,6.43,0.53,5.11,9.15,
2004-08-06,6.4,6.44,0.52,5.11,9.15,
2004-08-09,6.43,6.42,0.52,5.11,9.11,
2004-08-10,6.43,6.42,0.49,5.11,8.77,
2004-08-11,6.17,6.19,0.54,4.91,8.78,
2004-08-12,6.18,6.2,0.54,5.06,8.78,
2004-08-13,6.18,6.19,0.54,5.06,8.87,
2004-08-16,6.22,6.21,0.54,5.06,8.87,
2004-08-17,6.22,6.21,0.54,5.06,8.87,
2004-08-18,6.25,6.22,0.54,5.06,8.87,
2004-08-19,6.25,6.22,0.54,5.06,8.87,
2004-08-20,6.25,6.23,0.55,5.06,8.87,
2004-08-23,6.27,6.25,0.55,5.06,8.87,
2004-08-24,6.27,6.25,0.56,5.06,8.87,
2004-08-25,6.27,6.27,0.56,5.06,8.87,
2004-08-26,6.27,6.24,0.62,4.26,8.87,
2004-08-27,6.27,6.25,0.63,4.26,8.87,
2004-08-30,6.27,6.26,0.63,4.26,8.87,
2004-08-31,6.27,6.27,0.64,4.26,8.87,
2004-09-01,6.27,6.32,0.71,4.26,8.87,
2004-09-02,6.27,6.32,0.71,4.26,8.87,
2004-09-03,6.28,6.35,0.69,4.26,8.87,
2004-09-06,6.3,6.36,0.69,4.26,8.87,
2004-09-07,6.3,6.36,0.695,4.26,8.87,
2004-09-08,6.3,6.36,0.7,4.26,8.87,
2004-09-09,6.32,6.37,0.7,4.26,8.87,
2004-09-10,6.19,6.23,0.74,4.02,9.05,
2004-09-13,6.22,6.26,0.7,4.02,9.05,
2004-09-14,6.19,6.22,0.64,4.02,9.05,
2004-09-15,6.24,6.22,0.63,4.02,9.05,
2004-09-16,6.24,6.22,0.63,4.02,9.05,
2004-09-17,6.25,6.24,0.63,4.02,9.05,
2004-09-20,6.25,6.24,0.62,4.02,9.05,
2004-09-21,6.27,6.26,0.62,4.02,9.05,
2004-09-22,6.26,6.25,0.62,4.02,9.05,
2004-09-23,6.3,6.26,0.63,4.02,9.05,
2004-09-24,6.23,6.25,0.61,4.02,9.05,
2004-09-27,6.23,6.25,0.62,4.02,9.05,
2004-09-28,6.23,6.25,0.62,4.02,8.99,
2004-09-29,6.19,6.24,0.62,4.02,8.99,
2004-09-30,6.19,6.24,0.63,4.02,8.99,
2004-10-01,6.18,6.25,0.62,4.02,8.99,
2004-10-04,6.19,6.26,0.61,4.02,8.99,
2004-10-05,6.18,6.23,0.6,4.02,8.99,
2004-10-06,6.17,6.22,0.6,4.02,8.99,
2004-10-07,6.17,6.22,0.6,4.02,8.99,
2004-10-08,6.17,6.17,0.68,3.61,9.35,
2004-10-11,6.18,6.22,0.58,5.17,9.35,
2004-10-12,6.175,6.215,0.58,5.17,9.35,
2004-10-13,6.17,6.21,0.58,5.17,9.35,
2004-10-14,6.14,6.17,0.63,4.54,9.35,
2004-10-15,6.17,6.2,0.63,4.54,9.35,
2004-10-18,6.17,6.2,0.63,4.54,9.35,
2004-10-19,6.17,6.2,0.62,4.54,9.35,
2004-10-20,6.17,6.19,0.62,4.54,9.35,
2004-10-21,6.17,6.18,0.62,4.54,9.35,
2004-10-22,6.26,6.22,0.58,4.89,9.35,
2004-10-25,6.26,6.22,0.58,4.89,9.35,
2004-10-26,6.26,6.22,0.58,4.89,9.35,
2004-10-27,6.26,6.24,0.57,4.89,9.35,
2004-10-28,6.25,6.22,0.52,4.89,8.77,
2004-10-29,6.24,6.22,0.51,4.99,8.77,
2004-11-01,6.233333333333333,6.216666666666667,0.5133333333333333,4.99,8.77,
2004-11-02,6.226666666666667,6.213333333333333,0.5166666666666667,4.99,8.77,
2004-11-03,6.22,6.21,0.52,4.99,8.77,
2004-11-04,6.21,6.2,0.51,4.99,8.77,
2004-11-05,6.21,6.2,0.51,4.99,8.77,
2004-11-08,6.21,6.19,0.52,4.99,8.77,
2004-11-09,6.21,6.19,0.51,4.99,8.77,
2004-11-10,6.21,6.18,0.5,4.99,8.77,
2004-11-11,6.22,6.19,0.54,5.12,9.11,
2004-11-12,6.22,6.19,0.61,5.12,9.84,
2004-11-15,6.22,6.195,0.615,5.12,9.84,
2004-11-16,6.22,6.2,0.62,5.12,9.84,
2004-11-17,6.22,6.23,0.62,5.12,9.84,
2004-11-18,6.25,6.24,0.63,5.12,9.84,
2004-11-19,6.22,6.24,0.63,5.12,9.84,
2004-11-22,6.22,6.25,0.61,5.12,9.84,
2004-11-23,6.23,6.26,0.59,5.12,9.84,
2004-11-24,6.22,6.26,0.58,5.12,9.84,
2004-11-25,6.22,6.27,0.58,5.12,9.84,
2004-11-26,6.25,6.3,0.57,5.04,9.84,
2004-11-29,6.24,6.3,0.57,5.04,9.84,
2004-11-30,6.24,6.3,0.57,5.04,9.84,
2004-12-01,6.24,6.3,0.57,5.04,9.84,
2004-12-02,6.25,6.31,0.57,5.04,9.84,
2004-12-03,6.24,6.31,0.57,5.04,9.84,
2004-12-06,6.23,6.31,0.58,5.04,9.84,
2004-12-07,6.23,6.32,0.58,5.04,9.84,
2004-12-08,5.99,6.07,0.48,4.89,8.62,
2004-12-09,5.97,6.05,0.47,4.89,8.62,
2004-12-10,5.97,6.06,0.48,4.89,8.62,
2004-12-13,5.97,6.08,0.48,4.89,8.62,
2004-12-14,5.97,6.08,0.48,4.89,8.62,
2004-12-15,5.97,6.08,0.48,4.99,8.62,
2004-12-16,5.98,6.08,0.48,4.99,8.62,
2004-12-17,5.99,6.08,0.48,4.99,8.62,
2004-12-20,6.01,6.08,0.47,4.99,8.62,
2004-12-21,6.0,6.08,0.47,4.99,8.62,
2004-12-22,6.0,6.07,0.42,4.99,7.96,
2004-12-23,6.01,6.09,0.41,4.99,7.96,
2004-12-24,6.01,6.09,0.415,4.99,7.96,
2004-12-27,6.01,6.09,0.42,4.99,7.96,
2004-12-28,6.01,6.08,0.42,4.99,7.96,
2004-12-29,6.01,6.08,0.42,4.99,7.96,
2004-12-30,6.01,6.08,0.41,4.99,7.96,
2004-12-31,6.01,6.08,0.41,4.99,7.96,
2005-01-03,6.01,6.08,0.41,4.99,7.96,
2005-01-04,6.01,6.08,0.41,4.99,7.96,
2005-01-05,6.01,6.07,0.4,4.99,7.96,
2005-01-06,6.01,6.08,0.41,4.99,7.96,
2005-01-07,6.01,6.09,0.4,4.99,7.96,
2005-01-10,6.01,6.08,0.41,4.99,7.96,
2005-01-11,6.03,6.09,0.41,4.99,7.96,
2005-01-12,6.01,6.08,0.42,4.99,7.96,
2005-01-13,6.01,6.07,0.41,4.99,7.96,
2005-01-14,5.7,5.73,0.42,4.8,8.01,
2005-01-17,5.7,5.73,0.42,4.8,8.01,
2005-01-18,5.7,5.73,0.42,4.8,8.01,
2005-01-19,5.7,5.73,0.42,4.8,8.01,
2005-01-20,5.69,5.73,0.43,4.8,8.01,
2005-01-21,5.7,5.74,0.43,4.8,8.01,
2005-01-24,5.7,5.75,0.42,4.8,8.01,
2005-01-25,5.7,5.75,0.41,4.96,8.0,
2005-01-26,5.7,5.74,0.41,4.96,8.0,
2005-01-27,5.7,5.74,0.37,4.96,7.5,
2005-01-28,5.72,5.74,0.37,4.96,7.5,
2005-01-31,5.73,5.74,0.38,4.96,7.5,
2005-02-01,5.72,5.74,0.38,4.96,7.5,
2005-02-02,5.73,5.74,0.38,4.96,7.5,
2005-02-03,5.75,5.75,0.38,4.96,7.5,
2005-02-04,5.75,5.75,0.38,4.96,7.5,
2005-02-07,5.75,5.75,0.38,4.96,7.5,
2005-02-08,5.75,5.75,0.38,4.96,7.5,
2005-02-09,5.75,5.75,0.38,4.96,7.5,
2005-02-10,5.75,5.74,0.39,4.96,7.5,
2005-02-11,5.74,5.74,0.38,4.96,7.51,
2005-02-14,5.54,5.63,0.47,4.83,7.57,
2005-02-15,5.57,5.64,0.47,4.83,7.57,
2005-02-16,5.57,5.65,0.47,4.83,7.57,
2005-02-17,5.55,5.64,0.47,4.83,7.57,
2005-02-18,5.55,5.63,0.47,4.83,7.57,
2005-02-21,5.54,5.62,0.46,4.83,7.57,
2005-02-22,5.54,5.61,0.45,4.83,7.57,
2005-02-23,5.52,5.61,0.43,4.83,7.36,
2005-02-24,5.52,5.59,0.42,4.91,7.36,
2005-02-25,5.52,5.59,0.42,4.91,7.36,
2005-02-28,5.54,5.61,0.42,4.91,7.36,
2005-03-01,5.55,5.62,0.44,4.91,7.36,
2005-03-02,5.55,5.63,0.43,4.91,7.36,
2005-03-03,5.55,5.63,0.43,4.91,7.36,
2005-03-04,5.59,5.66,0.39,4.91,6.87,
2005-03-07,5.59,5.65,0.37,4.91,6.87,
2005-03-08,5.59,5.65,0.37,4.91,6.87,
2005-03-09,5.64,5.66,0.37,4.91,6.87,
2005-03-10,5.64,5.67,0.36,4.91,6.87,
2005-03-11,5.48,5.54,0.37,4.81,6.77,
2005-03-14,5.5,5.55,0.38,4.81,6.77,
2005-03-15,5.5,5.56,0.38,4.81,6.77,
2005-03-16,5.5,5.55,0.37,4.81,6.77,
2005-03-17,5.51,5.56,0.37,4.81,6.77,
2005-03-18,5.54,5.58,0.39,4.81,6.77,
2005-03-21,5.54,5.6,0.41,4.85,6.82,
2005-03-22,5.54,5.61,0.41,4.85,6.82,
2005-03-23,5.59,5.65,0.4,4.85,6.82,
2005-03-24,5.59,5.63,0.43,4.51,6.82,
2005-03-25,5.609999999999999,5.635,0.43,4.51,6.82,
2005-03-28,5.63,5.64,0.43,4.51,6.82,
2005-03-29,5.63,5.63,0.43,4.51,6.82,
2005-03-30,5.63,5.65,0.47,4.51,7.31,
2005-03-31,5.59,5.67,0.45,4.51,7.31,
2005-04-01,5.57,5.67,0.45,4.51,7.31,
2005-04-04,5.59,5.69,0.45,4.51,7.31,
2005-04-05,5.59,5.69,0.45,4.51,7.31,
2005-04-06,5.61,5.74,0.47,4.51,7.31,
2005-04-07,5.61,5.75,0.46,4.51,7.32,
2005-04-08,5.48,5.55,0.48,4.22,7.16,
2005-04-11,5.48,5.58,0.43,4.89,7.16,
2005-04-12,5.48,5.59,0.41,5.06,7.16,
2005-04-13,5.48,5.58,0.44,4.79,7.16,
2005-04-14,5.52,5.59,0.44,4.79,7.16,
2005-04-15,5.58,5.67,0.43,5.05,7.16,
2005-04-18,5.59,5.69,0.43,5.05,7.16,
2005-04-19,5.59,5.7,0.43,5.05,7.16,
2005-04-20,5.61,5.72,0.43,5.05,7.16,
2005-04-21,5.635,5.74,0.44,5.05,7.16,
2005-04-22,5.66,5.76,0.45,5.05,7.16,
2005-04-25,5.69,5.79,0.42,5.05,7.16,
2005-04-26,5.78,5.82,0.42,5.05,7.16,
2005-04-27,5.78,5.82,0.42,5.05,7.15,
2005-04-28,5.78,5.82,0.42,5.05,7.15,
2005-04-29,5.85,5.87,0.42,5.05,7.15,
2005-05-02,5.85,5.87,0.42,5.05,7.15,
2005-05-03,5.85,5.87,0.41,5.05,7.15,
2005-05-04,5.85,5.88,0.42,5.05,7.15,
2005-05-05,5.85,5.88,0.41,5.05,7.15,
2005-05-06,5.85,5.9,0.4,5.05,7.15,
2005-05-09,5.85,5.91,0.4,5.05,7.15,
2005-05-10,5.85,5.91,0.4,5.05,7.15,
2005-05-11,5.48,5.49,0.37,4.75,6.7,
2005-05-12,5.46,5.47,0.38,4.75,6.7,
2005-05-13,5.46,5.47,0.37,4.75,6.7,
2005-05-16,5.44,5.49,0.36,4.89,6.7,
2005-05-17,5.44,5.49,0.37,4.89,6.7,
2005-05-18,5.43,5.47,0.39,4.7,6.7,
2005-05-19,5.41,5.48,0.39,4.7,6.7,
2005-05-20,5.46,5.46,0.43,4.19,6.7,
2005-05-23,5.44,5.45,0.42,4.19,6.7,
2005-05-24,5.41,5.42,0.42,4.13,6.7,
2005-05-25,5.41,5.4,0.38,4.13,6.23,
2005-05-26,5.395,5.4,0.385,4.109999999999999,6.23,
2005-05-27,5.38,5.4,0.39,4.09,6.23,
2005-05-30,5.38,5.4,0.39,4.09,6.23,
2005-05-31,5.38,5.39,0.39,4.09,6.23,
2005-06-01,5.38,5.38,0.38,4.09,6.05,
2005-06-02,5.38,5.38,0.37,4.09,5.96,
2005-06-03,5.38,5.36,0.37,4.15,5.96,
2005-06-06,5.33,5.35,0.37,4.15,5.95,
2005-06-07,5.33,5.35,0.37,4.15,5.95,
2005-06-08,5.33,5.34,0.37,4.15,5.95,
2005-06-09,5.33,5.34,0.36,4.15,5.95,
2005-06-10,5.11,5.14,0.38,3.95,5.8,
2005-06-13,5.07,5.12,0.37,3.95,5.79,
2005-06-14,5.07,5.12,0.37,3.95,5.79,
2005-06-15,5.07,5.1,0.38,3.95,5.79,
2005-06-16,5.07,5.09,0.37,3.95,5.79,
2005-06-17,5.07,5.07,0.36,3.94,5.66,
2005-06-20,5.06,5.06,0.35,3.94,5.66,
2005-06-21,5.04,5.03,0.36,3.94,5.66,
2005-06-22,5.02,5.01,0.38,3.99,5.66,
2005-06-23,4.98,4.98,0.39,3.99,5.76,
2005-06-24,4.96,4.93,0.41,3.85,5.73,
2005-06-27,4.89,4.91,0.41,3.85,5.73,
2005-06-28,4.86,4.9,0.41,3.85,5.73,
2005-06-29,4.86,4.87,0.4,3.85,5.73,
2005-06-30,4.85,4.85,0.39,3.85,5.73,
2005-07-01,4.85,4.81,0.39,3.89,5.73,
2005-07-04,4.81,4.79,0.4,3.89,5.65,
2005-07-05,4.8,4.81,0.43,3.89,6.13,
2005-07-06,4.8,4.8,0.44,3.89,6.13,
2005-07-07,4.77,4.8,0.44,3.89,6.13,
2005-07-08,5.0,5.04,0.43,3.99,6.35,
2005-07-11,5.01,5.05,0.43,3.99,6.35,
2005-07-12,5.01,5.05,0.42,3.99,6.35,
2005-07-13,5.01,5.05,0.42,3.99,6.35,
2005-07-14,5.0,5.03,0.43,3.99,6.35,
2005-07-15,4.97,5.01,0.42,3.99,6.35,
2005-07-18,4.94,4.98,0.43,3.82,6.35,
2005-07-19,4.94,4.97,0.43,3.82,6.35,
2005-07-20,4.94,4.97,0.42,3.82,6.35,
2005-07-21,4.93,4.91,0.45,3.75,6.35,
2005-07-22,4.9,4.89,0.43,3.75,6.35,
2005-07-25,4.9,4.88,0.43,3.75,6.35,
2005-07-26,4.9,4.88,0.43,3.75,6.35,
2005-07-27,4.9,4.88,0.43,3.75,6.35,
2005-07-28,4.9,4.87,0.43,3.75,6.35,
2005-07-29,4.9,4.86,0.43,3.75,6.35,
2005-08-01,4.9,4.85,0.42,3.75,6.35,
2005-08-02,4.85,4.85,0.42,3.75,6.35,
2005-08-03,4.82,4.83,0.43,3.75,6.35,
2005-08-04,4.8,4.82,0.44,3.75,6.35,
2005-08-05,4.8,4.79,0.39,3.75,5.64,
2005-08-08,4.8,4.77,0.4,3.75,5.64,
2005-08-09,4.97,4.99,0.42,3.87,5.93,
2005-08-10,4.95,4.95,0.43,3.87,5.93,
2005-08-11,4.93,4.93,0.43,3.87,5.93,
2005-08-12,4.9,4.91,0.43,3.87,5.93,
2005-08-15,4.9,4.9,0.43,3.87,5.91,
2005-08-16,4.9,4.89,0.43,3.87,5.91,
2005-08-17,4.83,4.86,0.42,3.87,5.85,
2005-08-18,4.8,4.82,0.44,3.87,5.85,
2005-08-19,4.8,4.82,0.44,3.87,5.85,
2005-08-22,4.76,4.8,0.42,4.05,5.85,
2005-08-23,4.76,4.8,0.42,3.9,5.85,
